0.6400 0.6720 1.0000
0.7430 0.7520 1.0000
0.8770 0.5450 1.0000
0.8600 0.6420 1.0000
0.7730 0.7650 1.0000
0.8350 0.6240 1.0000
0.6320 0.6710 1.0000
0.8130 0.7810 1.0000
0.8220 0.7690 1.0000
0.6430 0.7620 1.0000
0.7510 1.0000 1.0000
1.0000 0.8190 1.0000
0.8260 0.6800 1.0000
0.8520 0.7550 1.0000
0.7930 0.8690 1.0000
0.6320 0.9350 1.0000
0.5640 0.8200 1.0000
0.7300 0.6700 1.0000
0.6450 0.8200 1.0000
0.6050 0.8080 1.0000
0.7250 0.8040 1.0000
0.7770 0.7450 1.0000
0.9440 0.7280 1.0000
0.6960 0.7600 1.0000
0.7460 0.6890 1.0000
0.9770 0.8110 1.0000
0.6430 0.7450 1.0000
0.7610 0.8860 1.0000
0.7130 0.8260 1.0000
0.8590 0.7730 1.0000
0.7480 0.8860 1.0000
0.8540 0.8390 1.0000
0.7760 0.7850 1.0000
0.8070 0.6570 1.0000
0.5840 0.8870 1.0000
0.6700 0.7370 1.0000
0.6160 0.7140 1.0000
0.5990 0.7530 1.0000
0.8210 0.8590 1.0000
0.8340 0.7620 1.0000
0.7250 0.6340 1.0000
0.6470 0.7210 1.0000
0.8340 0.6680 1.0000
0.9050 0.7220 1.0000
0.8020 0.6220 1.0000
0.6620 0.7860 1.0000
0.6970 0.7150 1.0000
0.8020 0.6600 1.0000
0.7430 0.6910 1.0000
0.8320 0.8800 1.0000
0.6480 0.6280 1.0000
0.8790 0.8000 1.0000
0.7110 0.7670 1.0000
0.6730 0.6280 1.0000
0.6300 0.7540 1.0000
0.8160 0.6550 1.0000
0.7070 0.8360 1.0000
0.7130 0.8070 1.0000
0.7030 0.7380 1.0000
0.6420 0.6490 1.0000
0.6730 0.6970 1.0000
0.7270 0.6990 1.0000
0.9370 0.7850 1.0000
0.7030 0.8780 1.0000
0.8110 0.8280 1.0000
0.6510 0.7040 1.0000
0.8180 0.5570 1.0000
0.8200 0.6750 1.0000
0.8030 0.7860 1.0000
0.7720 0.6410 1.0000
0.5700 0.7500 1.0000
0.7250 0.9010 1.0000
0.7930 0.9170 1.0000
0.5720 0.7680 1.0000
0.6990 0.9310 1.0000
0.8480 0.8080 1.0000
0.7410 0.8230 1.0000
0.8620 0.8070 1.0000
0.7070 0.7000 1.0000
0.8510 0.7700 1.0000
0.7520 0.8030 1.0000
0.8000 0.8710 1.0000
0.6050 0.4870 1.0000
0.6020 0.6630 1.0000
0.7830 0.8920 1.0000
0.7050 0.8170 1.0000
0.5700 0.7720 1.0000
0.6960 0.8040 1.0000
0.7050 0.8710 1.0000
0.6590 0.6530 1.0000
0.6230 0.7920 1.0000
0.7580 0.5570 1.0000
0.7690 0.7640 1.0000
0.6640 0.7600 1.0000
0.8590 0.8790 1.0000
0.6930 0.6750 1.0000
0.5560 0.8060 1.0000
0.7400 0.8480 1.0000
0.8120 0.6780 1.0000
0.5640 0.7820 1.0000
0.9100 0.7550 1.0000
0.7110 0.7320 1.0000
0.6620 0.6990 1.0000
0.7640 0.6820 1.0000
0.6880 0.6300 1.0000
0.8250 0.7030 1.0000
0.8600 0.6550 1.0000
0.7780 0.7450 1.0000
0.7370 0.9100 1.0000
0.5810 0.7200 1.0000
0.5520 0.4170 1.0000
0.5070 0.3430 1.0000
0.5860 0.4860 1.0000
0.4620 0.5770 1.0000
0.4530 0.3790 1.0000
0.4490 0.4940 1.0000
0.3510 0.5880 1.0000
0.6490 0.4350 1.0000
0.3320 0.4770 1.0000
0.4510 0.4320 1.0000
0.4290 0.3480 1.0000
0.4690 0.3610 1.0000
0.3310 0.3170 1.0000
0.5340 0.4260 1.0000
0.4590 0.6270 1.0000
0.4420 0.4670 1.0000
0.5930 0.6100 1.0000
0.5240 0.3510 1.0000
0.6200 0.3920 1.0000
0.5830 0.6200 1.0000
0.4120 0.3040 1.0000
0.4390 0.3090 1.0000
0.5770 0.6470 1.0000
0.4240 0.5440 1.0000
0.4560 0.4670 1.0000
0.4210 0.4490 1.0000
0.5010 0.5570 1.0000
0.5610 0.5090 1.0000
0.4070 0.5200 1.0000
0.4160 0.5900 1.0000
