0.6100,3.7600,0
2.7500,3.2300,0
2.9200,3.1400,0
1.8200,3.6100,0
1.8000,5.2800,0
1.8300,5.2500,0
2.6000,4.2400,0
2.0900,4.2100,0
1.2500,3.2400,0
1.2000,2.9800,0
1.5100,3.3300,0
1.4000,5.1100,0
1.5600,4.9500,0
2.1500,4.8400,0
1.3900,3.6200,0
2.8600,4.9900,0
1.7000,4.0400,0
2.3800,2.8800,0
1.5900,5.0700,0
2.6700,3.3200,0
0.7180,3.4100,0
0.4680,3.4100,0
1.2600,5.1600,0
4.2400,2.7700,0
3.6700,4.3100,0
2.7200,4.1700,0
1.8100,4.6900,0
1.5300,4.6000,0
1.7500,5.0200,0
2.2500,5.0500,0
3.5000,3.6200,0
2.6600,5.0800,0
3.4300,4.1100,0
0.8330,5.2300,0
-0.2120,5.3600,0
1.6400,4.9100,0
0.7550,3.6600,0
2.2400,4.2500,0
0.6300,4.0700,0
2.4400,4.2200,0
1.5000,3.3500,0
2.3100,4.0800,0
1.8300,3.9900,0
3.3900,5.3500,0
0.8960,4.2200,0
1.6800,2.2600,0
0.5460,3.1000,0
0.3590,4.2600,0
3.3100,2.8300,0
1.6600,3.6700,0
2.0700,5.1100,0
1.3600,4.6100,0
2.3100,3.6100,0
1.8100,4.7400,0
2.1500,3.4100,0
1.0800,3.0700,0
1.6600,4.7100,0
3.4900,4.9900,0
2.7500,2.1000,0
2.2000,4.7400,0
1.1300,2.4600,0
2.2400,4.3800,0
-0.1260,5.6600,0
2.9900,4.2300,0
1.7200,4.8600,0
2.0400,3.4000,0
4.1300,3.0500,0
2.5700,2.4300,0
3.1400,4.8800,0
2.9800,3.5300,0
1.6500,4.9600,0
1.9400,4.1000,0
2.0400,2.8600,0
1.6300,4.8400,0
1.7700,4.4600,0
0.1260,4.0800,0
2.0600,3.1600,0
1.8500,2.6700,0
0.3850,5.0200,0
1.4300,4.7700,0
0.6620,6.1400,0
2.1800,5.1000,0
0.9470,3.8600,0
2.4100,2.4300,0
1.8400,3.5700,0
2.5000,5.9900,0
2.7300,4.4400,0
0.8970,4.4400,0
1.8300,5.6800,0
0.3010,3.1300,0
1.1200,3.5200,0
2.0100,2.8400,0
1.4200,5.2000,0
2.8500,5.8100,0
0.7750,5.1200,0
1.3300,2.6600,0
3.5300,4.7500,0
2.7800,3.5300,0
0.0908,4.2000,0
1.9300,3.4300,0
2.1000,4.8600,0
0.8210,3.0200,0
3.9100,4.3900,0
1.3100,5.6500,0
2.7700,2.9700,0
3.0200,5.3600,0
2.5200,2.6800,0
2.1800,2.7100,0
2.5700,4.8200,0
0.9850,3.6000,0
0.9770,5.7000,0
1.6800,4.5600,0
-0.2880,4.9700,0
1.6000,3.0600,0
4.4400,3.3400,0
2.3400,6.0900,0
2.2900,4.6200,0
1.8000,2.5000,0
1.9000,2.5000,0
1.2800,2.3000,0
3.3700,3.7400,0
1.6300,6.6500,0
2.3200,2.1600,0
1.1000,4.1400,0
1.1200,5.9200,0
1.3900,4.9800,0
1.3400,6.1900,0
0.5080,2.2500,0
1.9400,3.9200,0
0.5400,3.3300,0
2.0800,3.4700,0
2.5000,5.2900,0
2.7000,3.4100,0
2.9000,4.2900,0
3.7500,5.2000,0
1.1600,4.5300,0
1.1500,5.4100,0
3.1500,3.3800,0
3.4200,4.9200,0
1.5500,2.4900,0
1.3200,4.5200,0
1.4900,4.4200,0
0.5450,3.6000,0
2.2500,4.6100,0
2.6600,1.6300,0
4.3200,5.8300,0
1.6300,3.0600,0
1.8400,4.4300,0
2.3700,4.6100,0
2.2800,2.3700,0
4.2700,3.5300,0
2.3400,2.3500,0
4.0200,4.7800,0
2.8800,4.0800,0
3.4800,5.2100,0
1.0200,3.0100,0
3.5400,4.8900,0
1.1200,4.2500,0
3.3300,3.8500,0
0.8330,5.1200,0
4.7500,2.4800,0
2.7000,3.4400,0
2.2400,3.5900,0
1.8400,3.1100,0
2.0700,3.5000,0
2.1300,6.2700,0
2.1300,4.5600,0
2.3300,4.2700,0
0.9390,4.1900,0
1.5800,3.7400,0
2.4600,4.1100,0
2.0500,4.6900,0
1.6100,3.8700,0
2.7100,2.5200,0
2.9100,4.6300,0
1.6700,2.5400,0
1.0100,4.2600,0
3.0600,4.7300,0
1.7400,3.5200,0
1.4000,4.4700,0
3.7600,5.7400,0
3.0800,4.1100,0
1.0900,3.8700,0
3.7400,5.2400,0
0.3180,3.4000,0
2.5900,5.6600,0
3.0500,5.9000,0
1.7500,4.2200,0
0.3880,4.6100,0
1.3600,3.0000,0
1.4400,3.9200,0
2.6500,5.7400,0
1.9600,4.3000,0
2.0200,3.8500,0
2.9600,5.8600,0
1.3500,3.5700,0
1.1900,3.9400,0
1.7200,3.9800,0
0.6600,5.5300,0
0.8200,4.7100,0
3.5700,3.6000,0
4.7500,4.3200,0
3.5000,3.3500,0
5.8700,2.3400,0
1.7500,3.0300,0
4.4200,2.1000,0
5.1100,1.8700,0
4.0300,1.4200,0
2.8100,2.7200,0
4.9400,2.3200,0
3.4800,0.9070,0
4.7400,2.5600,0
3.7400,2.9700,0
4.6000,2.0000,0
3.8100,2.1300,0
4.9000,2.4300,0
3.3900,1.2400,0
6.3900,1.2500,0
5.2800,3.4400,0
4.7700,3.0100,0
3.3500,3.2100,0
4.7800,1.3500,0
3.6800,3.0500,0
5.7500,2.9500,0
4.7500,2.8800,0
5.3900,1.7600,0
3.8200,2.1200,0
3.5200,4.1100,0
4.2600,2.4900,0
3.5700,0.4720,0
3.2900,1.8300,0
5.3300,0.0380,0
3.0000,2.7300,0
4.2400,1.1700,0
5.6400,1.9000,0
2.8600,2.4300,0
5.1600,2.3000,0
3.9100,0.5680,0
3.0600,1.3200,0
2.8200,0.9870,0
4.6100,1.4800,0
6.9300,3.9600,0
4.7400,2.2800,0
3.5900,0.5240,0
6.0900,2.7000,0
3.3000,1.6500,0
3.6700,2.8900,0
4.9200,1.6200,0
1.8300,2.0600,0
2.9600,3.2500,0
4.1700,2.3300,0
4.4200,3.3600,0
3.0300,1.8100,0
4.2200,1.8600,0
4.1400,2.4200,0
4.0400,1.5900,0
4.9000,2.3600,0
3.6600,2.5700,0
4.3700,1.6200,0
3.4400,1.0100,0
2.9100,1.5600,0
4.4000,1.7100,0
0.0843,2.6500,0
3.5300,2.0300,0
3.4000,2.9500,0
4.4100,1.2500,0
4.3300,2.4500,0
5.0900,2.8300,0
3.4600,2.5700,0
4.0700,1.2400,0
3.6000,2.5400,0
5.7400,1.4100,0
3.8700,2.0100,0
3.1000,1.5000,0
5.6300,2.9500,0
2.2100,0.2130,0
3.3500,2.1900,0
3.0600,1.8500,0
3.3500,0.9430,0
3.4000,2.1200,0
5.4300,1.6100,0
4.2800,3.0500,0
6.6000,0.0564,0
3.4800,2.2600,0
3.9200,2.5400,0
3.9600,-0.1200,0
5.2200,2.8300,0
4.2300,3.2800,0
3.9400,2.7600,0
3.8400,3.6800,0
5.3400,2.6400,0
4.4400,0.0001,0
3.7200,0.9390,0
4.1100,3.3600,0
6.2200,1.7300,0
5.5200,0.9070,0
3.6200,-0.1200,0
3.7200,0.7940,0
4.5100,1.3000,0
3.1000,2.5800,0
3.7500,2.6200,0
2.9000,3.6600,0
2.1300,3.0100,0
3.5800,1.2400,0
3.8800,2.1000,0
4.5300,2.3800,0
3.9000,2.5400,0
2.2500,0.7820,0
4.6100,1.2600,0
3.2500,1.6400,0
2.7500,1.8900,0
5.3200,3.7700,0
4.4700,2.3900,0
4.0500,1.0000,0
4.1700,2.1100,0
5.7000,2.0200,0
3.4800,1.8600,0
3.4200,3.4300,0
2.3600,3.9700,0
5.0900,2.1400,0
4.5400,2.2900,0
4.4600,0.7830,0
2.9900,3.0300,0
3.6200,1.1500,0
4.2100,2.2500,0
4.5500,2.2800,0
3.6200,1.8500,0
2.0900,2.4900,0
3.0400,2.0700,0
4.2300,4.1700,0
3.8100,3.5100,0
5.5600,4.1800,0
2.2000,2.9800,0
2.5500,2.1100,0
4.2900,2.2000,0
2.6800,2.2000,0
5.1000,2.9200,0
4.6400,1.6900,0
3.8000,2.3200,0
2.6900,1.2000,0
4.1200,3.0200,0
4.7000,1.5100,0
4.3500,0.6720,0
3.6300,1.7200,0
3.8200,1.4700,0
5.2700,1.1400,0
5.0100,1.4200,0
4.5600,2.6400,0
2.6600,1.9300,0
1.3900,0.4230,0
3.1000,3.4500,0
3.0600,2.2200,0
3.5400,2.7600,0
3.3800,0.8640,0
4.6200,1.8400,0
3.3200,3.1500,0
5.6700,0.8750,0
3.8800,2.4300,0
4.0600,3.6300,0
2.0100,1.2900,0
3.1300,-0.0673,0
1.5100,-0.0207,0
3.5800,1.9100,0
4.6900,3.4000,0
5.3800,1.6700,0
2.3700,1.7800,0
1.9100,0.2950,0
4.3800,2.3300,0
4.1400,2.1400,0
3.0200,2.6800,0
4.6100,1.2900,0
3.8700,3.4700,0
4.4000,1.8500,0
3.5800,0.3200,0
3.1400,1.7900,0
4.9600,3.4000,0
5.1000,2.4800,0
5.4400,0.1790,0
3.5500,3.7800,0
3.5000,2.5700,0
4.3400,2.0800,0
3.4000,1.9700,0
4.4000,1.8000,0
3.2700,1.7500,0
3.8000,0.9870,0
2.5900,3.1600,0
2.0700,1.9000,0
