0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,4
51,22
52,382
53,1900
54,3454
55,2479
56,854
57,200
58,124
59,95
60,114
61,160
62,186
63,230
64,248
65,240
66,241
67,267
68,286
69,338
70,344
71,326
72,330
73,325
74,339
75,374
76,396
77,387
78,420
79,419
80,446
81,454
82,459
83,486
84,495
85,522
86,496
87,537
88,513
89,533
90,543
91,506
92,532
93,544
94,518
95,548
96,595
97,551
98,547
99,541
100,549
101,568
102,560
103,572
104,605
105,611
106,642
107,617
108,593
109,643
110,669
111,611
112,637
113,623
114,636
115,681
116,686
117,655
118,687
119,696
120,647
121,654
122,572
123,544
124,524
125,528
126,477
127,467
128,518
129,446
130,440
131,426
132,405
133,409
134,366
135,386
136,394
137,362
138,337
139,349
140,375
141,354
142,363
143,373
144,321
145,355
146,351
147,310
148,295
149,275
150,307
151,297
152,294
153,298
154,292
155,305
156,301
157,292
158,300
159,285
160,290
161,277
162,300
163,312
164,292
165,299
166,305
167,275
168,327
169,309
170,277
171,260
172,260
173,272
174,252
175,255
176,268
177,241
178,250
179,235
180,243
181,272
182,240
183,243
184,271
185,273
186,305
187,321
188,380
189,386
190,389
191,411
192,441
193,462
194,369
195,274
196,230
197,177
198,132
199,82
200,40
201,34
202,14
203,5
204,1
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
