0,1.5980
1,1.5960
2,1.5940
3,1.5921
4,1.5902
5,1.5883
6,1.5865
7,1.5847
8,1.5829
9,1.5811
10,1.5793
11,1.5776
12,1.5758
13,1.5741
14,1.5723
15,1.5706
16,1.5689
17,1.5671
18,1.5654
19,1.5637
20,1.5619
21,1.5602
22,1.5584
23,1.5567
24,1.5550
25,1.5532
26,1.5514
27,1.5497
28,1.5479
29,1.5462
30,1.5444
31,1.5426
32,1.5408
33,1.5391
34,1.5373
35,1.5355
36,1.5337
37,1.5319
38,1.5301
39,1.5282
40,1.5264
41,1.5246
42,1.5227
43,1.5209
44,1.5191
45,1.5172
46,1.5153
47,1.5135
48,1.5116
49,1.5097
50,1.5078
51,1.5060
52,1.5041
53,1.5022
54,1.5003
55,1.4983
56,1.4964
57,1.4945
58,1.4926
59,1.4906
60,1.4887
61,1.4867
62,1.4848
63,1.4828
64,1.4808
65,1.4788
66,1.4768
67,1.4749
68,1.4729
69,1.4708
70,1.4688
71,1.4668
72,1.4648
73,1.4628
74,1.4607
75,1.4587
76,1.4566
77,1.4546
78,1.4525
79,1.4504
80,1.4483
81,1.4462
82,1.4442
83,1.4420
84,1.4399
85,1.4378
86,1.4357
87,1.4336
88,1.4314
89,1.4293
90,1.4272
91,1.4250
92,1.4228
93,1.4207
94,1.4185
95,1.4163
96,1.4141
97,1.4119
98,1.4097
99,1.4075
100,1.4053
101,1.4031
102,1.4008
103,1.3986
104,1.3963
105,1.3941
106,1.3918
107,1.3896
108,1.3873
109,1.3850
110,1.3827
111,1.3804
112,1.3781
113,1.3758
114,1.3735
115,1.3712
116,1.3688
117,1.3665
118,1.3641
119,1.3618
120,1.3594
121,1.3571
122,1.3547
123,1.3523
124,1.3499
125,1.3475
126,1.3451
127,1.3427
128,1.3403
129,1.3379
130,1.3355
131,1.3330
132,1.3306
133,1.3281
134,1.3257
135,1.3232
136,1.3207
137,1.3183
138,1.3158
139,1.3133
140,1.3108
141,1.3083
142,1.3058
143,1.3033
144,1.3007
145,1.2982
146,1.2957
147,1.2931
148,1.2906
149,1.2880
150,1.2855
151,1.2829
152,1.2803
153,1.2777
154,1.2751
155,1.2725
156,1.2699
157,1.2673
158,1.2647
159,1.2621
160,1.2595
161,1.2568
162,1.2542
163,1.2515
164,1.2489
165,1.2462
166,1.2436
167,1.2409
168,1.2382
169,1.2355
170,1.2328
171,1.2301
172,1.2274
173,1.2247
174,1.2220
175,1.2193
176,1.2166
177,1.2138
178,1.2111
179,1.2084
180,1.2056
181,1.2029
182,1.2001
183,1.1973
184,1.1946
185,1.1918
186,1.1890
187,1.1862
188,1.1834
189,1.1806
190,1.1778
191,1.1750
192,1.1722
193,1.1694
194,1.1666
195,1.1638
196,1.1609
197,1.1581
198,1.1553
199,1.1524
200,0.3865
201,0.5284
202,0.5069
203,1.1410
204,1.1356
205,1.2438
206,1.2401
207,1.3245
208,1.3266
209,1.3062
